act-name,see,aka
"Sand Creek Massacre National Historic Site Study Act of 1998	",,
"Sand Creek Massacre National Historic Site Trust Act of 2005	",,
"Sanitary Food Transportation Act of 1990	",,
"Sanitary Food Transportation Act of 2005	",,
"Santa Fe Indian School Act	",,
"Santa Monica Mountains National Recreation Area Boundary Adjustment Act	",,
"Santa Rosa and San Jacinto Mountains National Monument Act of 2000	",,
"Santini-Burton Act	",,
"Santo Domingo Pueblo Claims Settlement Act of 2000	",,
"SARA	","See Superfund Amendments and Reauthorization Act of 1986	",
"Saratoga National Historical Park Act	",,
"Sarbanes-Oxley Act of 2002	",,
"Satellite Home Viewer Act of 1988	",,
"Satellite Home Viewer Act of 1994	",,
"Satellite Home Viewer Extension and Reauthorization Act of 2004	",,Also known as the W. J. (Billy) Tauzin Satellite Television Act of 2004 
"Satellite Home Viewer Improvement Act of 1999	",,
"Satellite Television Extension Act of 2010	",,
"Satellite Television Extension and Localism Act of 2010	",,
Saulsbury Resolution (District of Columbia Rents) ,,
"Save Our Small and Seasonal Businesses Act of 2005	",,
"Save Your Vision Week Act	",,
"Savings and Loan Holding Company Amendments of 1967	",,
"Savings Are Vital to Everyone's Retirement Act of 1997	",,
"Savings Bond Act	",,
"Savings in Construction Act of 1996	",,
"Sawtooth National Recreation Area Act	",,
"SBIR/STTR Reauthorization Act of 2011	",,
"Scholarships for Opportunity and Results Act	",,"Also known as the SOAR Act	"
School Dropout Assistance Act,,
School Dropout Demonstration Assistance Act of 1988,,
"School Dropout Prevention and Basic Skills Improvement Act of 1990	",,
"School Facilities Construction Act	",,
"School Lunch and Child Nutrition Amendments of 1986	",,
"Schools Safely Acquiring Faculty Excellence Act of 2006	",,
"School-to-Work Opportunities Act of 1994	",,
"Schuylkill River Valley National Heritage Area Act	",,
"Science and Engineering Equal Opportunities Act	",,
"Science Appropriations Act, 2006	",,
"Science Appropriations Act, 2008	",,
"Science Appropriations Act, 2009	",,
"Science Appropriations Act, 2010	",,
"Science Appropriations Act, 2012	",,
"Science, State, Justice, Commerce, and Related Agencies Appropriations Act, 2006 ",,
"Scientific and Advanced-Technology Act of 1992	",,
"Scott Campbell, Stephanie Roper, Wendy Preston, Louarna Gillis, and Nila Lynn Crime Victims' Rights Act ",,
"Scrapping of Naval Vessels Act	",,
"Sea Food Inspection Act	",,
"Sea Grant Program Improvement Act of 1976	",,
"Sea of Okhotsk Fisheries Enforcement Act of 1995	",,
"Seal Fisheries Act	",,
"Seamen Discharge Act	",,
"Seamen's Act	",,
"Seamen's Service Act	",,
"Search Warrant Act	",,
"Second Chance Act of 2007	",,"Also known as Second Chance Act of 2007: Community Safety Through Recidivism Prevention	"
"Second Chance Act of 2007: Community Safety Through Recidivism Prevention	",,"Also known as Second Chance Act of 2007	"
"Second Decontrol Act of 1947	",,
"Second Defense Aid Supplemental Appropriation Act, 1942",,
"Second Deficiency Act, fiscal year 1928 ",,
"Second Deficiency Appropriation Act, 1940	",,
"Second Deficiency Appropriation Act, 1941	",,
"Second Deficiency Appropriation Act, 1942	",,
"Second Deficiency Appropriation Act, 1943	",,
"Second Deficiency Appropriation Act, 1944	",,
"Second Deficiency Appropriation Act, 1945	",,
"Second Deficiency Appropriation Act, 1946	",,
"Second Deficiency Appropriation Act, 1947	",,
"Second Deficiency Appropriation Act, 1948	",,
"Second Deficiency Appropriation Act, 1949	",,
"Second Deficiency Appropriation Act, fiscal year 1920 ",,
"Second Deficiency Appropriation Act, Fiscal Year 1924 ",,
"Second Deficiency Appropriation Act, fiscal year 1938 ",,
"Second Deficiency Appropriation Act, fiscal year 1939 ",,
"Second Emergency Supplemental Appropriations Act to Meet Immediate Needs Arising From the Consequences of Hurricane Katrina 2005	",,
"Second Higher Education Extension Act of 2005	",,
"Second Higher Education Extension Act of 2006	",,
"Second Higher Education Extension Act of 2007	",,
"Second Independent Offices Appropriation Act, 1954	",,
"Second Liberty Bond Act	",,
"Second Liberty Loan Act	","See Second Liberty Bond Act	",
"Second Morrill Act	",,"Also known as the Agricultural College Act of 1890	"
"Second Revenue Act of 1940	",,
"Second Supplemental Appropriation Act, 1948	",,
"Second Supplemental Appropriation Act, 1950	",,
"Second Supplemental Appropriation Act, 1951	",,
"Second Supplemental Appropriation Act, 1952	",,
"Second Supplemental Appropriation Act, 1953	",,
"Second Supplemental Appropriation Act, 1955	",,
"Second Supplemental Appropriation Act, 1956	",,
"Second Supplemental Appropriation Act, 1957	",,
"Second Supplemental Appropriation Act, 1958	",,
"Second Supplemental Appropriation Act, 1959	",,
"Second Supplemental Appropriation Act, 1960	",,
"Second Supplemental Appropriation Act, 1961	",,
"Second Supplemental Appropriation Act, 1962	",,
"Second Supplemental Appropriation Act, 1965	",,
"Second Supplemental Appropriation Act, 1966	",,
"Second Supplemental Appropriation Act, 1967	",,
"Second Supplemental Appropriation Act, 1968	",,
"Second Supplemental Appropriations Act, 1969	",,
"Second Supplemental Appropriations Act, 1970	",,
"Second Supplemental Appropriations Act, 1971	",,
"Second Supplemental Appropriations Act, 1972	",,
"Second Supplemental Appropriations Act, 1973	",,
"Second Supplemental Appropriations Act, 1974	",,
"Second Supplemental Appropriations Act, 1975	",,
"Second Supplemental Appropriations Act, 1976	",,
"Second Supplemental Appropriations Act, 1978	",,
"Second Supplemental Appropriations Act, 1984	",,
"Second Supplemental National Defense Appropriation Act, 1941",,
"Second Supplemental National Defense Appropriation Act, 1942	",,
"Second Supplemental National Defense Appropriation Act, 1943	",,
"Second Supplemental Surplus Appropriation Rescission Act, 1946	",,
"Second Urgent Deficiency Appropriation Act, 1946	",,
"Second Urgent Deficiency Appropriation Act, 1947	",,
"Second Urgent Deficiency Appropriation Act, 1955	",,
"Second Urgent Deficiency Appropriation Act, 1957	",,
"Second War Powers Act, 1942	",,
"Second Washington Airport Act	","See Dulles International Airport Act	",
"Secondary Mortgage Market Enhancement Act of 1984	",,
Secondary Schools Basic Skills Demonstration Assistance Act of 1988,,
"Secrecy of Military Information Act	",,
"Secret Service Authorization and Technical Modification Act of 2005	",,
"Section 202 Supportive Housing for the Elderly Act of 2010	",,
"Secure and Fair Enforcement for Mortgage Licensing Act of 2008	",,"Also known as S.A.F.E. Mortgage Licensing Act of 2008	"
"Secure and Responsible Drug Disposal Act of 2010	",,
"Secure Authentication Feature and Enhanced Identification Defense Act of 2003	",,"Also known as the SAFE ID Act	"
"Secure Embassy Construction and Counterterrorism Act of 1999	",,
"Secure Fence Act of 2006	",,
"Secure Rural Schools and Community Self-Determination Act of 2000	",,
"Secure Travel and Counterterrorism Partnership Act of 2007	",,
"Securing the Protection of our Enduring and Established Constitutional Heritage Act	",,"Also known as the SPEECH Act	"
"Securities Act Amendments of 1964	",,
Securities Act of 1933,,
"Securities Acts Amendments of 1975	",,
"Securities Acts Amendments of 1990	",,
"Securities and Exchange Commission Authorization Act of 1987	",,
"Securities and Exchange Commission Authorization Act of 1990	",,
"Securities and Exchange Commission Authorization Act of 1996	",,
"Securities Enforcement Remedies and Penny Stock Reform Act of 1990	",,
"Securities Exchange Act of 1934	",,
"Securities Investor Protection Act Amendments of 1978	",,
"Securities Investor Protection Act of 1970	",,
"Securities Litigation Uniform Standards Act of 1998	",,
"Security and Accountability For Every Port Act of 2006	",,"Also known as the SAFE Port Act	"
"Security Assistance Act of 1999	",,
"Security Assistance Act of 2000	",,
"Security Assistance Act of 2002	",,
"Security Cooperation Act of 2010	",,
"Sedition Act	",,
"Seed and Feed Loan Act	",,
"Seed Grain Loan Act	",,
"Selective Draft Act	",,
"Selective Service Act of 1948	","Renamed Military Selective Service Act	",
"Selective Service Amendment Act of 1969	",,
"Selective Service Extension Act of 1950	",,
"Selective Training and Service Act of 1940	",,
"Self-Employed Individuals Tax Retirement Act of 1962	",,
"Self-Employment Contributions Act of 1954	",,
"Selma to Montgomery National Trail Study Act of 1989	",,
"Semiconductor Chip Protection Act of 1984	",,
"Semiconductor International Protection Extension Act of 1991	",,
"Seminole Indian Land Claims Settlement Act of 1987	",,
"Seminole Original Agreement	",,
"Seminole Supplemental Agreement	",,
"Semipostal Authorization Act	",,
"Senator Paul Simon Water for the Poor Act of 2005	",,
"Senators' Election Act	",,
"Seneca Nation Settlement Act of 1990	",,
"Senior Citizens Against Marketing Scams Act of 1994	",,
"Senior Citizens' Freedom to Work Act of 2000	",,
"Senior Citizens Housing Act of 1962	",,
"Senior Citizens' Right to Work Act of 1996	",,
"Senior Executive Service Improvements Act	",,
"Senior Professional Performance Act of 2008	",,
"Seniority Act for Rural Mail Carriers	",,
"Sentencing Act of 1987	",,
"Sentencing Guidelines Act of 1986	",,
"Sentencing Reform Act of 1984	",,
"Sentencing Reform Amendments Act of 1985	",,
"September 11th Victim Compensation Fund of 2001	",,
"Serve America Act	",,
"Serve-America: The Community Service, Schools and Service-Learning Act of 1990 ",,
"Service Contract Act of 1965	",,
"Service Extension Act of 1941	",,
"Service Flag and Button	",,
"Service Members Occupational Conversion and Training Act of 1992	",,
"Servicemembers Civil Relief Act	",,
"Servicemembers' Group Life Insurance Enhancement Act of 2005	",,
"Servicemen's and Veterans' Survivor Benefits Act	",,
"Servicemen's Dependents Allowance Act of 1942	",,
"Servicemen's Indemnity Act of 1951	",,
"Servicemen's Readjustment Act of 1944	",,
"Services Acquisition Reform Act of 2003	",,
"Set America Free Act of 2005	",,"Also known as the SAFE Act	"
"Settlement of Mexican Claims Act Amendments of 1945	",,
"Settlement of Mexican Claims Act of 1942	",,
"Settlement of War Claims Act of 1928	",,
"Seven Crimes Act	",,
"Seventh Supplemental National Defense Appropriation Act, 1942	",,
"Sex Crimes Against Children Prevention Act of 1995	",,
"Sex Offender Registration and Notification Act	",,
"Sexual Abuse Act of 1986	",,
"Shackleford Act	",,
"Shareholder Communications Act of 1985	",,
"Shareholder Communications Improvement Act of 1990	",,
"Shark Conservation Act of 2010	",,
"Shark Finning Prohibition Act	",,
"Shasta-Trinity National Forest Administrative Jurisdiction Transfer Act	",,
"Shawnee Tribe Status Act of 2000	",,
"Sheep Promotion, Research, and Information Act of 1994 ",,
"Shenandoah National Park Act	",,
"Shenandoah Valley Battlefields National Historic District and Commission Act of 1996	",,
"Sheppard Air Corps Cadet Act	","See Army Aviation Cadet Act	",
"Sheppard Bone-Dry Law in District of Columbia	",,
Sheppard-Towner Act (Maternity Hygiene) ,"See Maternity Act	",
Sherley Amendment (Food and Drugs) ,,
"Sherman Act	",,
"Sherman Purchase of Silver Act of July 14 1890	",,
"Sherwood Act (Mexican, Civil War Pensions) ",,
"Ship Load Line Act	","See Coastwise Load Line Act 1935	",
"Ship Mortgage Act, 1920	",,
"Ship Seizure Bill	",,
"Ship Subsidies Act	","See Merchant Marine Act 1936	",
"Shipbuilding Act	",,
"Shipping Act, 1916	",,
"Shipping Act Amendments of 1979	",,
"Shipping Act of 1984	",,
"Shipstead-Nolan Act	",,
Shirley Temple Act (Child Labor) ,,
"Shivwits Band of the Paiute Indian Tribe of Utah Water Rights Settlement Act	",,
"Shoalwater Bay Indian Tribe--Dexter-by-the-Sea Claim Settlement Act	",,
Shore Line Erosion Protection Act (Public Property) ,,
"Shore Protection Act of 1988	",,
"Shoreline Erosion Control Demonstration Act of 1974	",,
"Short-term Analog Flash and Energizing Readiness Act	",,
"Short-Term TANF Extension Act	",,
"Sick Leave Act	","See Federal Sick Leave Act	",
"Sierra National Forest Land Exchange Act of 2006	",,
Signal Inspection Act (Railroads),,
"Sikes Act Amendments of 1978	",,
"Sikes Act Improvement Act of 1997	",,
"Sikes Act	",,
"Siletz Indian Tribe Restoration Act	",,
"Silk Road Strategy Act of 1999	",,
"Sills Act (Pensions,  Spanish War, Philippine Insurrection, China Relief Expedition) ",,
"Silver Coin Issue Resolution	",,
"Silver Coin Proof Sets Act	",,
"Silver Purchase Act of 1934	",,
"Silvio O. Conte National Fish and Wildlife Refuge Act	",,
"Single Audit Act Amendments of 1996	",,
"Single Audit Act of 1984	",,
"Single Family Mortgage Foreclosure Act of 1994	",,
"Single-Employer Pension Plan Amendments Act of 1986	",,
"Sipsey Wild and Scenic River and Alabama Addition Act of 1988	",,
"Sisk Act	",,
"Sitka National Cemetery Transfer Act of 1983	",,
Sixteen Hour Law (Railroads) ,See Hours of Service Act (Railroads) ,
"Sixth Supplemental National Defense Appropriation Act, 1942	",,
"Ski Area Recreational Opportunity Enhancement Act of 2011	",,
Slave Trade Abolishment Act (District of Columbia) ,,
"Slave Trade Prohibition Act	",,
"Sloan Canyon National Conservation Area Act	",,
"Small Business Access to Surety Bonding Survey Act of 1992	",,
"Small Business Act Amendments of 1961	",,
"Small Business Act Amendments of 1967	",,
"Small Business Act	",,
"Small Business Additional Temporary Extension Act of 2011	",,
"Small Business Administration Reauthorization and Amendment Act of 1988	",,
"Small Business Administration Reauthorization and Amendments Act of 1990	",,
"Small Business Administration Reauthorization and Amendments Act of 1994	",,
"Small Business Amendments of 1974	",,
"Small Business and Federal Procurement Competition Enhancement Act of 1984	",,
"Small Business and Work Opportunity Act of 2007	",,
"Small Business and Work Opportunity Tax Act of 2007	",,
"Small Business Budget Reconciliation and Loan Consolidation/Improvement Act of 1981	",,
"Small Business Competitiveness Demonstration Program Act of 1988	",,
"Small Business Computer Security and Education Act of 1984	",,
"Small Business Credit and Business Opportunity Enhancement Act of 1992	",,
"Small Business Credit Crunch Relief Act of 1992	",,
"Small Business Development Center Act of 1980	",,
"Small Business Development Center Improvement Act of 1984	",,
"Small Business Disaster Response and Loan Improvements Act of 2008	",,
"Small Business Economic Policy Act of 1980	",,
"Small Business Emergency Relief Act	",,
"Small Business Employee Ownership Act of 1980	",,
"Small Business Energy Loan Act	",,
"Small Business Equity Enhancement Act of 1992	",,
"Small Business Export Enhancement and International Trade Act of 2010	",,
"Small Business Export Expansion Act of 1980	",,
"Small Business Guaranteed Credit Enhancement Act of 1993	",,
"Small Business Innovation Development Act of 1982	",,
"Small Business Innovation Research Program Reauthorization Act of 1992	",,
"Small Business Innovation Research Program Reauthorization Act of 2000	",,
"Small Business International Trade and Competitiveness Act	",,
"Small Business Investment Act Amendments of 1960	",,
"Small Business Investment Act Amendments of 1961	",,
"Small Business Investment Act Amendments of 1963	",,
"Small Business Investment Act Amendments of 1966	",,
"Small Business Investment Act Amendments of 1967	",,
"Small Business Investment Act Amendments of 1972	",,
"Small Business Investment Act of 1958	",,
"Small Business Investment Company Amendments Act of 2001	",,
"Small Business Investment Corrections Act of 2000	",,
"Small Business Investment Improvement Act of 1999	",,
"Small Business Investment Incentive Act of 1980	",,
"Small Business Issuers' Simplification Act of 1980	",,
"Small Business Job Creation and Access to Capital Act of 2010	",,
"Small Business Job Protection Act of 1996	",,
"Small Business Jobs Act of 2010	",,
"Small Business Lending Enhancement Act of 1995	",,
"Small Business Liability Protection Act	",,
"Small Business Liability Relief and Brownfields Revitalization Act	",,
"Small Business Loan Improvement Act of 2000	",,
"Small Business Loan Securitization and Secondary Market Enhancement Act of 1994	",,
"Small Business Mobilization Law	",,
"Small Business Paperwork Relief Act of 2002	",,
"Small Business Prepayment Penalty Relief Act of 1994	",,
"Small Business Programs Improvement Act of 1996	",,
"Small Business Programs Reauthorization Act of 2000	",,
"Small Business Protection Act of 1967	",,
"Small Business Reauthorization Act of 1997	",,
"Small Business Reauthorization Act of 2000	",,
"Small Business Reauthorization and Manufacturing Assistance Act of 2004	",,
"Small Business Regulatory Enforcement Fairness Act of 1996	",,
"Small Business Research and Development Enhancement Act of 1992	",,
"Small Business Secondary Market Improvements Act of 1984	",,
"Small Business Tax Revision Act of 1958	",,
"Small Business Technology Transfer Act of 1992	",,
"Small Business Technology Transfer Program Reauthorization Act of 2001	",,
"Small Business Year 2000 Readiness Act	",,
"Small Public Housing Authorities Paperwork Reduction Act	",,
"Small Reclamation Projects Act of 1956	",,
"Small Tract Act of 1938	",,
"Small Tract Act of 1983	","See Small Tracts Act	",
"Small Tracts Act	",,
"Small Webcaster Settlement Act of 2002	",,
"Smaller War Plants Corporation	",,
"Smallpox Emergency Personnel Protection Act of 2003	",,
Smith Act (Reclamation and Irrigation) ,,
Smith Act of 1940,,
"Smith River National Recreation Area Act	",,
"Smith-Connally Anti-Strike Act	","See War Labor Disputes Act	",
"Smith-Hughes Vocational Education Act	",,
"Smith-Lever Act	",,
"Smith-Sears Act	",,
"Smithsonian Facilities Authorization Act	",,
"Smithsonian Institution Sesquicentennial Commemorative Coin Act of 1995	",,
Smoot-Burton Act (British War Debt) ,,
"Smoot-Hawley Act	","See Tariff Act of 1930	",
"Snake River Water Rights Act of 2004	",,
"Snoqualmie National Forest Boundary Adjustment Act of 1996	",,
Snyder Act (Indian Affairs Bureau) ,,
"SOAR Act	",,"Also known as the Scholarships for Opportunity and Results Act	"
"Sober Truth on Preventing Underage Drinking Act	",,"Also known as the STOP Act	"
"Soboba Band of LuisenØAE6o Indians Settlement Act	",,
"Social Security Act Amendments of 1939	",,
"Social Security Act Amendments of 1946	",,
"Social Security Act Amendments of 1947	",,
"Social Security Act Amendments of 1950	",,
"Social Security Act Amendments of 1952	",,
"Social Security Act Amendments of 1994	",,
"Social Security Act	",,
"Social Security Amendments of 1954	",,
"Social Security Amendments of 1956	",,
"Social Security Amendments of 1958	",,
"Social Security Amendments of 1960	",,
"Social Security Amendments of 1961	",,
"Social Security Amendments of 1965	",,
"Social Security Amendments of 1967	",,
"Social Security Amendments of 1969	",,
"Social Security Amendments of 1972	",,
"Social Security Amendments of 1974	","See Social Services Amendments of 1974	",
"Social Security Amendments of 1977	",,
"Social Security Amendments of 1983	",,
"Social Security Disability Amendments of 1980	",,
"Social Security Disability Applicants' Access to Professional Representation Act of 2010	",,
"Social Security Disability Benefits Reform Act of 1984	",,
"Social Security Domestic Employment Reform Act of 1994	",,
"Social Security Independence and Program Improvements Act of 1994	",,
"Social Security Number Confidentiality Act of 2000	",,
"Social Security Number Protection Act of 2010	",,
"Social Security Protection Act of 2004	",,
"Social Security Trust Funds Restoration Act of 2006	",,
"Social Services Amendments of 1974	",,
"Social Services Block Grant Act	",,
"Sockeye Salmon or Pink Salmon Fishing Act of 1947	",,
"Soda Ash Royalty Reduction Act of 2006	",,
"Sodbuster Law	",,
"Soft Drink Interbrand Competition Act	",,
Softwood Lumber Act of 2008,,
"Soil and Water Resources Conservation Act of 1977	",,
Soil Bank Act,,
"Soil Conservation and Domestic Allotment Act	",,
"Soil Erosion Act	","See Soil Conservation and Domestic Allotment Act	",
"Solar Energy and Energy Conservation Act of 1980	",,
"Solar Energy and Energy Conservation Bank Act	",,
"Solar Energy Research and Advancement Act of 2007	",,
"Solar Energy Research, Development, and Demonstration Act of 1974 ",,
"Solar Heating and Cooling Demonstration Act of 1974	",,
"Solar Photovoltaic Energy Research, Development, and Demonstration Act of 1978 ",,
"Solar, Wind, Waste, and Geothermal Power Production Incentives Act of 1990 ",,
"Soldiers' and Sailors' Civil Relief Act Amendments of 1942	",,
"Soldiers' and Sailors' Civil Relief Act Amendments of 1991	",,
"Soldiers' and Sailors' Civil Relief Act of 1918	",,
"Soldiers' and Sailors' Civil Relief Act of 1940	","Renamed Servicemembers Civil Relief Act	",
"Soldiers' and Sailors' Homestead Act	",,
"Soldiers' Bonus Act	","See World War Adjusted Compensation Act	",
"Soldiers' Families Freedom Resolution	",,
"Soldier's Vote Act	",,
"Solid Waste Disposal Act Amendments of 1980	",,
"Solid Waste Disposal Act	",,
"Sonny Bono Copyright Term Extension Act	",,
"South African Democratic Transition Support Act of 1993	",,
"South Carolina National Heritage Corridor Act of 1996	",,
"South Pacific Tuna Act of 1988	",,
"South Platte River Compact	",,
"Southeast Federal Center Public-Private Development Act of 2000	",,
"Southeast Interstate Low-Level Radioactive Waste Compact Amendments Consent Act of 1989	",,
"Southern Arizona Water Rights Settlement Act of 1982	","Renamed Southern Arizona Water Rights Settlement Amendments Act of 2004	",
Southern Arizona Water Rights Settlement Amendments Act of 2004,,
"Southern Arizona Water Rights Settlement Technical Amendments Act of 1992	",,
"Southern California Indian Land Transfer Act	",,
"Southern Campaign of the Revolution Heritage Area Study Act	",,
"Southern Nevada Project Act	",,
"Southern Nevada Public Land Management Act of 1998	",,
"Southern Oregon Bureau of Reclamation Repayment Act of 2005	",,
"Southern Ute and Colorado Intergovernmental Agreement Implementation Act of 2004	",,
"Southwest Forest Health and Wildfire Prevention Act of 2004	",,
"Southwestern Low-Level Radioactive Waste Disposal Compact Consent Act	",,
"Soviet Nuclear Threat Reduction Act of 1991	",,
"Soviet Scientists Immigration Act of 1992	",,
"Soviet-Eastern European Research and Training Act of 1983	","Renamed Research and Training for Eastern Europe and the Independent States of the Former Soviet Union Act of 1983	",
"Soybean Promotion, Research, and Consumer Information Act ",,
Space Basis Act (Carriage of Mail by Railroads) ,,
"Spanish Colonization Commemorative Act of 1988	",,
"Spanish Peaks Wilderness Act of 2000	",,
"Spanish War Claims Act	",,
Spanish War Tax Act (Reduction) ,,
"Spanish-American Peace Treaty Proclamation	",,
"Spark M. Matsunaga Hydrogen Act of 2005	",,
"Spark M. Matsunaga Hydrogen Research, Development, and Demonstration Act of 1990 ",,
"Special Agent Samuel Hicks Families of Fallen Heroes Act	",,
"Special Central American Assistance Act of 1979	",,
"Special Drawing Rights Act	",,
"Special Energy Research and Development Appropriation Act, 1975	",,
"Special Foreign Assistance Act of 1971	",,
"Special Foreign Assistance Act of 1986	",,
"Special Health Revenue Sharing Act of 1975	",,
"Special Immigrant Nonminister Religious Worker Program Act	",,
"Special Inspector General for the Troubled Asset Relief Program Act of 2009	",,
"Special International Security Assistance Act of 1979	",,
Special Laws Prohibition Act (Territories) ,,
"Special Olympics Sport and Empowerment Act of 2004	",,
"Special Projects Act	",,
"Specialty Crops Competitiveness Act of 2004	",,
"Specie Payment Resumption Act	",,
"SPEECH Act	",,"Also known as Securing the Protection of our Enduring and Established Constitutional Heritage Act	"
"Speedy Trial Act Amendments Act of 1979	",,
"Speedy Trial Act of 1974	",,
Spence Act (Savings and Loan Holding Companies) ,,
"Spending Reduction Act of 1984	",,
"Spoils of War Act of 1994	",,
"Sponge Act	",,
Spooner Act (Panama Canal) ,,
"Sportfishing and Boating Safety Act of 1998	",,
"Sportfishing and Recreational Boating Safety Act of 2005	",,
"Sportfishing and Recreational Boating Safety Amendments Act of 2005	",,
"Sports Agent Responsibility and Trust Act	",,
"Spring Mountains National Recreation Area Act	",,
"Springer Act	",See Special Laws Prohibition Act (Territories) ,
"Spruce Knob-Seneca Rocks National Recreation Area Act	",,
"SSI Extension for Elderly and Disabled Refugees Act	",,
"St. Croix National Heritage Area Study Act	",,
"Stabilization Act of 1942	",,
"Stabilization Extension Act of 1944	",,
"Stabilization Fund-Dollar Devaluation Act	","See Gold Reserve Act of 1934	",
"Stagecoach Reservoir Project Act of 1994	",,
"Staggers Rail Act of 1980	",,
"Stamp Out Breast Cancer Act	",,
"Stamp Out Domestic Violence Act of 2001	",,
"Stamp Payments Act	",,
Standard Barrel Act (Apple Barrels) ,,
"Standard Barrel Act (Fruits, Vegetables, etc.) ",,
Standard Barrel Act (Lime Barrels) ,,
"Standard Baskets Act	",,
"Standard Reference Data Act	",,
"Standards Development Organization Advancement Act of 2004	",,
Star Schools Act,,
Star Schools Program Assistance Act,,
"Star-Spangled Banner Commemorative Coin Act	",,
"Star-Spangled Banner National Historic Trail Study Act of 1999	",,
"State and Local Fiscal Assistance Act Amendments of 1980	",,
"State and Local Fiscal Assistance Act of 1972	",,
"State and Local Fiscal Assistance Amendments of 1976	",,
State and Local Flexibility Demonstration Act,,
"State and Local Government Cost Estimate Act of 1981	",,
"State and Local Law Enforcement Assistance Act of 1986	",,
State and Local Transferability Act,,
"State Bank Aid Act	",,
"State Comprehensive Mental Health Services Plan Act of 1986	",,
"State Constitutions Act (Virginia, Texas, Mississippi) ",,
"State Department Basic Authorities Act of 1956	",,
"State Department/USIA Authorization Act, Fiscal Year 1975 ",,
State Dependent Care Development Grants Act,,
"State Energy Efficiency Programs Improvement Act of 1990	",,
"State Flexibility Clarification Act	",,
"State Forest Aid Act	",,
"State High Risk Pool Funding Extension Act of 2006	",,
"State Justice Institute Act of 1984	",,
"State Justice Institute Reauthorization Act of 2004	",,
"State Small Business Credit Initiative Act of 2010	",,
"State Taxation of Depositories Act	",,
"State Technical Services Act of 1965	",,
"State Veterans' Home Assistance Improvement Act of 1977	",,
Statehood Act (Arizona and New Mexico),,
"Statue of Liberty-Ellis Island Commemorative Coin Act	",,
Statutes of Limitations Act (Fraud During WWII) ,,
"Statutory Pay-As-You-Go Act of 2010	",,
"Statutory Time-Periods Technical Amendments Act of 2009	",,
"Ste. Genevieve County National Historic Site Study Act of 2005	",,
"Steagall Commodity Credit Act	",,
"Steagall National Housing Act of 1938	","See National Housing Act Amendments of 1938	",
"Steagall National Housing Act of 1939	",,
"Steagall R. F. C. Relief Obligations Act	",,
"Steagall Stock Liability Act	","See Federal Reserve Act	",
"Steagall-Wagner National Housing Act of 1938	","See National Housing Act Amendments of 1938	",
"Steamboat Inspection Act	",,
"Steamtown National Historic Site Act of 1986	",,
"Steel and Aluminum Energy Conservation and Technology Competitiveness Act of 1988	",,
"Steel Import Stabilization Act	",,
Steel Industry American Heritage Area Act of 1996,,
"Steel Industry Compliance Extension Act of 1981	",,
"Steel Trade Liberalization Program Implementation Act	",,
"Steens Mountain Cooperative Management and Protection Act of 2000	",,
"Stem Cell Therapeutic and Research Act of 2005	",,
"Stem Cell Therapeutic and Research Reauthorization Act of 2010	",,
STEP Act,,"Also known as the Supporting Teens through Education and Protection Act of 2005	"
"Stephanie Tubbs Jones Gift of Life Medal Act of 2008	",,
"Stephanie Tubbs Jones Organ Transplant Authorization Act of 2008	",,
"Sterling Act, (Employers' Liability) ","See Employers' Liability Act, -1908 (Railroads) ",
"Sterling-Lehlbach Act (Classification, Federal Employees) ","See Classification Act of 1923	",
"Stevenson-Wydler Technology Innovation Act of 1980	",,
"Stewart B. McKinney Homeless Assistance Act	","Renamed McKinney-Vento Homeless Assistance Act	",
"Stewart B. McKinney Homeless Assistance Amendments Act of 1988	",,
Stewart B. McKinney Homeless Assistance Amendments Act of 1990,,
Stewart B. McKinney Homeless Housing Assistance Amendments Act of 1992,,
"Stewart B. McKinney National Wildlife Refuge Designation Act of 1987	",,
Stobb Act (National Prohibition) ,,
"Stock Reservoir Act	",,
"Stockholders' Liability Act	","See Federal Reserve Act	",
"Stock-Raising Homestead Act	",,
"Stolen Valor Act of 2005	",,
"Stone Act	",,
"STOP Act	",,"Also known as the Sober Truth on Preventing Underage Drinking Act	"
"Stop Counterfeiting in Manufactured Goods Act	",,
Stop Terrorist and Military Hoaxes Act of 2004,,
"Strategic and Critical Materials Stock Piling Act	",,
"Strategic and Critical Materials Stock Piling Revision Act of 1979	",,
"Strategic and Critical Materials Transaction Authorization Act of 1979	",,
"Strategic and Critical Minerals Act of 1990	",,
"Strategic Material Loan Act	","See Reconstruction Finance Corporation Act	",
"Strategic Petroleum Reserve Amendments Act of 1981	",,
"Strategic Petroleum Reserve Fill Suspension and Consumer Protection Act of 2008	",,
Strategic War Materials Act,"See Strategic and Critical Materials Stock Piling Act	",
"Streambank Erosion Control Evaluation and Demonstration Act of 1974	",,
Street Railway Merger Act (District of Columbia) ,,
"Strengthen AmeriCorps Program Act	",,
"Strengthening Abuse and Neglect Courts Act of 2000	",,
"Strikebreaker Act	",,
"Striped Bass Act of 1991	",,
"Striped Bass Conservation, Atlantic Coastal Fisheries Management, and Marine Mammal Rescue Assistance Act of 2000 ",,
"Strom Thurmond National Defense Authorization Act for Fiscal Year 1999	",,
"Student Financial Assistance Amendments of 1985	",,
"Student Financial Assistance Technical Amendments Act of 1982	",,
"Student Financial Assistance Technical Corrections Act of 1986	",,
"Student Grant Hurricane and Disaster Relief Act	",,
